Text,Sentiment,cleaned_text
DVAX Valentine & Winthorpe buying more here,1,dvax valentine winthorpe buying more here
"ed Weekly Triangle on SD,....pdating  ",1,ed weekly triangle on sd....pdating
AAP 200? user could buy it w/ his V with 137 cash in the bank!  give me some of her  kool-aide #mediawhore,1,aap 200 user could buy it w his v with 137 cash in the bank give me some of her koolaide mediawhore
FOS short working great up 4 since posting yesterday!,-1,fos short working great up 4 since posting yesterday
SWY Option Bears buy puts betting 500k on over 10% down move  ,-1,swy option bears buy puts betting 500k on over 10% down move
FOS took 40% of short off here,-1,fos took 40% of short off here
"Green Monthly Triangle on ISIS,....Scaling Down  ",-1,green monthly triangle on isis....scaling down
CBMX that is unbelievable!!!!!!!  but I am happy with my sell I am not good at calling the exact top,1,cbmx that is unbelievable but i am happy with my sell i am not good at calling the exact top
out of FOS short for now as it tests its 50DMA awesome trade up 4 2 days,-1,out of fos short for now as it tests its 50dma awesome trade up 4 2 days
"QCO is one of my favorite value stocks. Zero debt, great margins, low P/E and PEG, and soaring income. I am long!",1,qco is one of my favorite value stocks. zero debt great margins low pe and peg and soaring income. i am long
"Green Weekly & Monthly Triangle on HBAN,....pdating  ",-1,green weekly monthly triangle on hban....pdating
PK watching for a decent spot to get in,1,pk watching for a decent spot to get in
EC Big picture.Bullish B/O of a symmetrical Triangle confirmed on Expanding Volume.Buying dips  ,1,ec big picture.bullish bo of a symmetrical triangle confirmed on expanding volume.buying dips
BAC Thank you to the greedy guy who bought my shares  11.99 yesterday when it hit my stop. I'm sure they're now an investor.,-1,bac thank you to the greedy guy who bought my shares 11.99 yesterday when it hit my stop. im sure theyre now an investor.
"ed Weekly Triangle on SHO,....pdating  ",1,ed weekly triangle on sho....pdating
"BAC Breaking Down, SPY is Next!",-1,bac breaking down spy is next
"FAZ about to Explode, Get eady, BAC just broke under the 50 day!",-1,faz about to explode get eady bac just broke under the 50 day
MBS Nice action above the breakout  ,1,mbs nice action above the breakout
just in case u haven't watching JCP closely. look for the volume spike.  ,1,just in case u havent watching jcp closely. look for the volume spike.
"ed Weekly Triangle on DVAX,....Scaling P  ",1,ed weekly triangle on dvax....scaling p
"V just look at Visa, what a champ, textbook bounce at support and now outperforming again  ",1,v just look at visa what a champ textbook bounce at support and now outperforming again
MHK > I meant to say TD Buy Setup nderway?,-1,mhk i meant to say td buy setup nderway
GMC another one that's holding up well in this selloff  ,1,gmc another one thats holding up well in this selloff
"Green Weekly Triangle on FNFG,....Scaling Down  ",-1,green weekly triangle on fnfg....scaling down
ODP is hanging on for dear life...,-1,odp is hanging on for dear life...
KKD let put in a cup and handle before earnings,1,kkd let put in a cup and handle before earnings
"user iGreed AAP Einhorn should hold weekly conferences, would help this stock! looks like he helped the whole mkt >It work Nsdq is p",1,user igreed aap einhorn should hold weekly conferences would help this stock looks like he helped the whole mkt it work nsdq is p
AAP tips for TC.. The other tim did it TMI raises div buys back stock  ,1,aap tips for tc.. the other tim did it tmi raises div buys back stock
BAC 11.52 small resistance...,1,bac 11.52 small resistance...
HPQ user option guest on bloomberg tv just said buy march 18 calls too but also hedge by selling feb 17.50 calls other guests T,-1,hpq user option guest on bloomberg tv just said buy march 18 calls too but also hedge by selling feb 17.50 calls other guests t
Our software stopped us out of NSPH today for a 5% loss on the trade.  Still hanging on tight with HA -  ,-1,our software stopped us out of nsph today for a 5% loss on the trade. still hanging on tight with ha
PCYC volume is everything! POSTED VIDEO with sound   ,1,pcyc volume is everything posted video with sound
"Green Weekly Triangle on CYTX,....Net Profit  31,761.00 (11.09%)  ",1,green weekly triangle on cytx....net profit 31761.00 11.09%
HPQ bought a few March 19 lotto calls before the close... Just in case!,1,hpq bought a few march 19 lotto calls before the close... just in case
Ops Misstype ! user Better to buyback BAC  12.62-65 on high volume IMO,1,ops misstype user better to buyback bac 12.6265 on high volume imo
ties into user 's #fashology theme... GOOG + Warby Parker.  ,1,ties into user s fashology theme... goog warby parker.
user: BAC what's the play short term ?>> Will depend on economic data + StressTest -  ong term?>> 13-14.00,1,user bac whats the play short term will depend on economic data stresstest ong term 1314.00
WEN need to take out 5.60 for next leg up. ADX MACD +VE  ,1,wen need to take out 5.60 for next leg up. adx macd ve
AAP we can have the iToilet for all i care just get the stock back to 480.,1,aap we can have the itoilet for all i care just get the stock back to 480.
MCD bear flag on daily.. needs to hold below 94-93...,-1,mcd bear flag on daily.. needs to hold below 9493...
"trade idea Buy GOOG  795, target 980, cut below 740  ",1,trade idea buy goog 795 target 980 cut below 740
XCO is a gift no matter how its looked at oversold undervalued IMO prices of NG correlated with possible correction : VXX,1,xco is a gift no matter how its looked at oversold undervalued imo prices of ng correlated with possible correction vxx
DDD SSYS XONE and nice entry to dip toe into CIMT 9 beat the street in everyway Much potential  : NGT FCX CO nice entry IMO : VXX,1,ddd ssys xone and nice entry to dip toe into cimt 9 beat the street in everyway much potential ngt fcx co nice entry imo vxx
user AMZN holding above the 50dma in a diamond pattern. ooks good for higher prices...imo  ,1,user amzn holding above the 50dma in a diamond pattern. ooks good for higher prices...imo
BAC Fed's Bullard: Fed Policy to Stay 'Easy' for 'ong Time'  ,1,bac feds bullard fed policy to stay easy for ong time
BY of the day PAY ...market over react yesterday!  with a 5.2 Forward P/E it's just a gift!,1,by of the day pay ...market over react yesterday with a 5.2 forward pe its just a gift
Pre-Market Winners: HPQ APO AIG COG ETFC FAS GDI EDC TS COG AIG ONXX TNA DB,1,premarket winners hpq apo aig cog etfc fas gdi edc ts cog aig onxx tna db
Pre-Market osers: NFX AX ANF VXX ISG O JWN,-1,premarket osers nfx ax anf vxx isg o jwn
shorts WG STK SNSS NPSP MM NDC HAO,-1,shorts wg stk snss npsp mm ndc hao
ZNGA was approved for Nevada gambling license which will help drive revenue,1,znga was approved for nevada gambling license which will help drive revenue
AAP after yesterdays prediction of 200/share I was thinking maybe a split or finally they will double the dividend?,1,aap after yesterdays prediction of 200share i was thinking maybe a split or finally they will double the dividend
looking for JCP to finish ystdy's move into 22.50....#shortterm,1,looking for jcp to finish ystdys move into 22.50....shortterm
user Why is BAC struggling to get up and moving today? > IMO We fill the gap & go p after !,1,user why is bac struggling to get up and moving today imo we fill the gap go p after
"JCP  The next BBY (IMM) GMC, NFX?  Action would certainly indicate such.   ",1,jcp the next bby imm gmc nfx action would certainly indicate such.
"Green Weekly & Monthly Triangle on ISIS,....Net Profit  75,852.90 (4.93%)  ",1,green weekly monthly triangle on isis....net profit 75852.90 4.93%
DVAX rocket time hold on  long 2.99,1,dvax rocket time hold on long 2.99
adding to short on WYNN,-1,adding to short on wynn
"Green Weekly & Monthly Triangle on ISIS,....Net Profit  75,852.90 (4.93%)   ",1,green weekly monthly triangle on isis....net profit 75852.90 4.93%
SAVE again edges up; our analysis + a look at budget carriers:  YAAY,1,save again edges up our analysis a look at budget carriers yaay
"ed Daily Triangle on DEPO,....Open ong and Short at 6.66  ",-1,ed daily triangle on depo....open ong and short at 6.66
"PAY is on the run, short covering in action, now waiting for small down to enter...I'm always late!",1,pay is on the run short covering in action now waiting for small down to enter...im always late
"PK still in swing shares, still at least 17milion shares feeling pain and still short",1,pk still in swing shares still at least 17milion shares feeling pain and still short
"GOOG reminds me so much of AAP in Sept  bouncing around the all time high.. no new products on the horizon, time to sell, buy back later",-1,goog reminds me so much of aap in sept bouncing around the all time high.. no new products on the horizon time to sell buy back later
SFY - Attempting a short stroke breakout or forming a 3 week tight pattern. Study  ,1,sfy attempting a short stroke breakout or forming a 3 week tight pattern. study
"ed Daily Triangle on CYTX,....Open ong and Short at 3.38  ",1,ed daily triangle on cytx....open ong and short at 3.38
MD a steady gainer since mid January. One of our alternative Bakken picks. North Dakota piece here:  CP IET,1,md a steady gainer since mid january. one of our alternative bakken picks. north dakota piece here cp iet
GOOG is now doomed user is calling it COO! SE SE SE,-1,goog is now doomed user is calling it coo se se se
"user: Bulls are trying to keep this market in the green, but you can tell its a struggle. Nasdaq now up just 8 pts. AAP fading",-1,user bulls are trying to keep this market in the green but you can tell its a struggle. nasdaq now up just 8 pts. aap fading
WBMD trade for move thru 20.00 long scaling here 19.75 - 19.80,1,wbmd trade for move thru 20.00 long scaling here 19.75 19.80
CF The trend is over. Time to step aside and wait for the next one.  ,-1,cf the trend is over. time to step aside and wait for the next one.
"EON in 2.78, stop 2.74",1,eon in 2.78 stop 2.74
NFX failure today  182.50-183 doesn't bode well for next week. top of my list to short Mon. w/ close below 180,-1,nfx failure today 182.50183 doesnt bode well for next week. top of my list to short mon. w close below 180
"Green Daily Triangle on MNK,....Net Profit  9,587.50 (5.32%)  ",1,green daily triangle on mnk....net profit 9587.50 5.32%
Watching GS closely on today's trend-line. Has been leading SPY up AND down.,-1,watching gs closely on todays trendline. has been leading spy up and down.
"ed Daily Triangle on HEO,.....pdating  ",1,ed daily triangle on heo.....pdating
"out of AN, WBMD, and BOX, I like BOX as having the best chance of a continued run-up tomorrow",1,out of an wbmd and box i like box as having the best chance of a continued runup tomorrow
AAP over 451 could start an ankle grabbing session 0_o,1,aap over 451 could start an ankle grabbing session 0_o
V and MA FYI: When they tagged the 50d's yesterday they also touched off multi-year trendlines. Good a spot as any to be long (holding).,1,v and ma fyi when they tagged the 50ds yesterday they also touched off multiyear trendlines. good a spot as any to be long holding.
Obligatory monthly post of MA's 2010 uptrend. February 2013 update: Still going.  ,1,obligatory monthly post of mas 2010 uptrend. february 2013 update still going.
V Price sitting just above 2011trendline as we speak.  ,1,v price sitting just above 2011trendline as we speak.
user I follow up closely my scaling plan and I am in every level without any dough CSN,1,user i follow up closely my scaling plan and i am in every level without any dough csn
I'm heavily betting into SYX for Monday's earnings.   ,1,im heavily betting into syx for mondays earnings.
 this is so bullish for ZNGA [online gambling legalize in nev],1,this is so bullish for znga online gambling legalize in nev
EC pulling back to its rising 50SMA on low volume. Golden cross on daily. Should react here   ,1,ec pulling back to its rising 50sma on low volume. golden cross on daily. should react here
AAP 450 is going to be hard with all the open interest for this week exp.,1,aap 450 is going to be hard with all the open interest for this week exp.
user: GOOG is rolling over and AAP is rolling up...rotation time. Always bothered that GOOG does 10x less vol? fast exit,-1,user goog is rolling over and aap is rolling up...rotation time. always bothered that goog does 10x less vol fast exit
EV buying on this pullback of this strong stock; entry 39.74 stop 38.02,1,ev buying on this pullback of this strong stock entry 39.74 stop 38.02
"GOOG no traction,no vol,  3rd day lower, last option day of the month... flush?",-1,goog no tractionno vol 3rd day lower last option day of the month... flush
user:Glass potential to make everyone a spy or a creep GOOG ~ appeals to hipsters & pervs & if voice cmd is as bad as siri oh-no,-1,userglass potential to make everyone a spy or a creep goog appeals to hipsters pervs if voice cmd is as bad as siri ohno
NFX Doesn't anyone else find it delightfully amusing their hit series is titled House of Cards?,-1,nfx doesnt anyone else find it delightfully amusing their hit series is titled house of cards
emember when Microsoft was one of the world's most valuable companies and the Gov't conspired to take them down? Apple knows now too. AAP,-1,emember when microsoft was one of the worlds most valuable companies and the govt conspired to take them down apple knows now too. aap
short WYNN. I still think we've seen at least a short term top.,-1,short wynn. i still think weve seen at least a short term top.
TA nice move since shorting at 88.60  will carry overnight.,-1,ta nice move since shorting at 88.60 will carry overnight.
GPN Groupon Bear bets on over 20% down move by March 1st buying 5K Puts  ,-1,gpn groupon bear bets on over 20% down move by march 1st buying 5k puts
"IP sneaky breakout seconds to go before close, waited all day for this one",1,ip sneaky breakout seconds to go before close waited all day for this one
CHK Consistently pushing above the 20.00 mark & the 50 day now arching up nicely above the 200  ,1,chk consistently pushing above the 20.00 mark the 50 day now arching up nicely above the 200
Some #insurance stocks at all time highs! AON AS TV WB Weeeeee SPX SPY  ,1,some insurance stocks at all time highs aon as tv wb weeeeee spx spy
ANA & AMN bounced off same double bottom - may see test back to 9.00 now on ANA once into the 8.75+ range,1,ana amn bounced off same double bottom may see test back to 9.00 now on ana once into the 8.75 range
CBMX - history repeated another HGE DAY - now look at BGMD and TEK they have same EXACT pattern - CBMX float 1mill - TEK 2.4,1,cbmx history repeated another hge day now look at bgmd and tek they have same exact pattern cbmx float 1mill tek 2.4
DVAX witnessed a record number of call and put contracts during the busy trading session.,1,dvax witnessed a record number of call and put contracts during the busy trading session.
OPK broke out from its sideways consolidation with a 5% rally and a close over resistance at 7.  ,1,opk broke out from its sideways consolidation with a 5% rally and a close over resistance at 7.
IDCC Breakout on either side on closing basis may give good direction. 50SMA acting as support  ,1,idcc breakout on either side on closing basis may give good direction. 50sma acting as support
YHOO Sitting just under highs. It will interesting to see if it can break 21.5 next week   ,1,yhoo sitting just under highs. it will interesting to see if it can break 21.5 next week
NFX If it breaks down below 178.23 w volume it may retreat to support at 160. Short-term bearish  ,-1,nfx if it breaks down below 178.23 w volume it may retreat to support at 160. shortterm bearish
"ZCS Got an alert this morning, bid  0.89, ask is 1.46",1,zcs got an alert this morning bid 0.89 ask is 1.46
HPQ awesome breakout. Buy on dips  ,1,hpq awesome breakout. buy on dips
"NTSP was the big winner in the #13for2013 this week, up 25% due to buy-out.  ",1,ntsp was the big winner in the 13for2013 this week up 25% due to buyout.
"DNKN digesting gains with selling pressure, pullback to the 50-d ma would be healthy #13for2013  ",1,dnkn digesting gains with selling pressure pullback to the 50d ma would be healthy 13for2013
"FT - the stock is extended, take some profits & look for new base to form #13for2013  ",1,ft the stock is extended take some profits look for new base to form 13for2013
"NKD well above the moving averages, look for som eprofit taking & new base formation #13for2013  ",1,nkd well above the moving averages look for som eprofit taking new base formation 13for2013
"SSYS currently at 200-d ma, look for min 8 week base to form (would be healthy) #13for2013  ",1,ssys currently at 200d ma look for min 8 week base to form would be healthy 13for2013
S from the action last week looks like S and CW may be heating up again for big run #3,1,s from the action last week looks like s and cw may be heating up again for big run 3
"Short list monday, AZK CENX  DAKT EMK  IO MVG QTY SNSS STK TAS VOCS",-1,short list monday azk cenx dakt emk io mvg qty snss stk tas vocs
"DAKT short 9.88 / 100sma break, ideal flat/trendless/red spy, will trade relative weakness  ",-1,dakt short 9.88 100sma break ideal flattrendlessred spy will trade relative weakness
eading stocks analysis updated  Failing breakouts & high vol 50DMA breaks confirm correction. AAP FB DDD ES_F,-1,eading stocks analysis updated failing breakouts high vol 50dma breaks confirm correction. aap fb ddd es_f
CTIC looking to scale back into a long Monday hoping for sub 1.30 stock,1,ctic looking to scale back into a long monday hoping for sub 1.30 stock
DAA nice double bottom formed scale buy here 1.00 bullish,1,daa nice double bottom formed scale buy here 1.00 bullish
"CBK long 6.22, wants back top of range 6.60's ?, hammer off 50sma & 01/31 low, light vol inside day  ",1,cbk long 6.22 wants back top of range 6.60s hammer off 50sma 0131 low light vol inside day
CHK ove this consolidation after the big move up.Strong support at 20.Watch out for a move over 21  ,1,chk ove this consolidation after the big move up.strong support at 20.watch out for a move over 21
XX - Cheap name but ready to clear this bull flag if volume continues.   ,1,xx cheap name but ready to clear this bull flag if volume continues.
NKE bull penant?  ,1,nke bull penant
END added to our list of BEST STOCK PICKS - Trade Alerts will be sent to members.  ,1,end added to our list of best stock picks trade alerts will be sent to members.
ICE is added to our BEST STOCK PICKS as a short trade. We took profits on our short last Thursday  ,-1,ice is added to our best stock picks as a short trade. we took profits on our short last thursday
BBG Short 14.86 or wait for 14.79 break 02/04 low  ,-1,bbg short 14.86 or wait for 14.79 break 0204 low
HS Over 48.20 at first for a small trade to second line  ,1,hs over 48.20 at first for a small trade to second line
VXX VXY may be in play SPY QQQ DIA may pull back Watch NG  GAZ AAP GD SV and some accumulation on GDX and NGT,1,vxx vxy may be in play spy qqq dia may pull back watch ng gaz aap gd sv and some accumulation on gdx and ngt
JCP aaaand there goes that SG &A increase . . . #OSCAS2013,-1,jcp aaaand there goes that sg a increase . . . oscas2013
OMEX - was on TV tonight show called Silver ush - huge potential check this out -  ,1,omex was on tv tonight show called silver ush huge potential check this out
NKT - this gets to 9.60 will go thru 10.00 on the radar watch!!!!!,1,nkt this gets to 9.60 will go thru 10.00 on the radar watch
"NIS over 2,60 will run hard. ONG  ",1,nis over 260 will run hard. ong
iking the user email I just got about DECK very useful cc user,1,iking the user email i just got about deck very useful cc user
"AIM looks interesting for a trade, will look to open 1/2 pos",1,aim looks interesting for a trade will look to open 12 pos
Pre-Market Winners: SI FAS DB TOT HTZ ASM EX TNA E NKD,1,premarket winners si fas db tot htz asm ex tna e nkd
Pre-Market osers: DDD DDS DEO DST PSO VXX FXY GSK IO NGG,-1,premarket osers ddd dds deo dst pso vxx fxy gsk io ngg
DDD split today and stock is down 12+% in  33.25 its cheap with growth expectations at this point IMO nice to dip your toe : On VXX SPY,1,ddd split today and stock is down 12% in 33.25 its cheap with growth expectations at this point imo nice to dip your toe on vxx spy
OMEX at 3.50 now and may b/out!!!,1,omex at 3.50 now and may bout
"CHK 6,600 Weekly 20.50P bought vs. OI of 148",-1,chk 6600 weekly 20.50p bought vs. oi of 148
OMEX sold some 3.52 buying back 3.43,1,omex sold some 3.52 buying back 3.43
DDD dipping in long here - oversold on split adn earnings confusion,1,ddd dipping in long here oversold on split adn earnings confusion
AAP Next resistance trendline and then 463.. go aapl go..   ,1,aap next resistance trendline and then 463.. go aapl go..
"M back above ascending triangle resistance after breaking down last week, bear trap  ",1,m back above ascending triangle resistance after breaking down last week bear trap
"GD SV P ABX FCX AY NGT - Gold ebounds per euro progress, attention to Fed report  ",1,gd sv p abx fcx ay ngt gold ebounds per euro progress attention to fed report
user: DDD split today and stock is down 12+% in  33.25 its cheap with growth expectations at this point IMO nice to dip your toe,1,user ddd split today and stock is down 12% in 33.25 its cheap with growth expectations at this point imo nice to dip your toe
BAC I told last week for peoples that are not in the trade..Next Entry 11.65 On HIGH Volume IMO !,1,bac i told last week for peoples that are not in the trade..next entry 11.65 on high volume imo
NFX Anyone noticing the weak candles/support in the last hour?,-1,nfx anyone noticing the weak candlessupport in the last hour
DDD ... safe from Italian b/s :) ,1,ddd ... safe from italian bs
ridiculous move in nflx.  can't believe it's still going too.  i'm obviously short. x-(,-1,ridiculous move in nflx. cant believe its still going too. im obviously short. x
DDD come on 40! I got some calls at 0.15 avg I would OVE to have pay ITM :),1,ddd come on 40 i got some calls at 0.15 avg i would ove to have pay itm
so far it looks like WYNN failed at 50ma,-1,so far it looks like wynn failed at 50ma
"ed Daily Triangle on DVAX,....Net Profit  900.00 (3.78%)  ",-1,ed daily triangle on dvax....net profit 900.00 3.78%
"bought a little FTNT. After all these hacker attacks, I needed some Cyber Security in my portfolio",1,bought a little ftnt. after all these hacker attacks i needed some cyber security in my portfolio
"HIG Fast Money Crew is just not too bright, buy HIG cause its down 1% on no news O! Genius! Tomorrow it might be down 3%...",-1,hig fast money crew is just not too bright buy hig cause its down 1% on no news o genius tomorrow it might be down 3%...
"ed Daily Triangle on DEPO,.....Scaling Short Position pdate  ",1,ed daily triangle on depo.....scaling short position pdate
VZ making new highs again,1,vz making new highs again
DDD needs to clear 35.80 and get up to 38 or else we're gonna get short term chop!,1,ddd needs to clear 35.80 and get up to 38 or else were gonna get short term chop
PA 1.42 has pulled back quite a bit but due to shortages of PA and PPT this has a great long term outlook along with SWC,1,pa 1.42 has pulled back quite a bit but due to shortages of pa and ppt this has a great long term outlook along with swc
shorts on GMN SINA TA working well. Covering CVE.to for a small loss here,-1,shorts on gmn sina ta working well. covering cve.to for a small loss here
AAP Apple's stock is 36% lower than its September high.  ,-1,aap apples stock is 36% lower than its september high.
"covered TA short for a nice profit .  Careful about tomorrow, BErnanke and consumer sonfidence numbers.  Pare down positions. SPY",-1,covered ta short for a nice profit . careful about tomorrow bernanke and consumer sonfidence numbers. pare down positions. spy
Is this the last stance of SPW before the pump and dump collapses to 11.63?,-1,is this the last stance of spw before the pump and dump collapses to 11.63
"user: DDD Motley Fool apologizes for wrong math, not accounting for stock split. Guidance much higher than being reported by most.",1,user ddd motley fool apologizes for wrong math not accounting for stock split. guidance much higher than being reported by most.
DG Dollar General Option Trader buys 10K Calls betting 1.85 million on up move by April  ,1,dg dollar general option trader buys 10k calls betting 1.85 million on up move by april
still looking for nflx to drop back below 183.,-1,still looking for nflx to drop back below 183.
news on APO  ?,-1,news on apo
"There's a reason why ZNGA is one of, if not the largest, lobbyist for online gambling",1,theres a reason why znga is one of if not the largest lobbyist for online gambling
user: Cash is Now 33% of Apple's Market Cap AAP  ,1,user cash is now 33% of apples market cap aap
VZ playing out nicely from last week's video.  SPY,1,vz playing out nicely from last weeks video. spy
GOOG update alert: Almost 100% today! Now harm in selling half and let the other half ride with a trail stop,-1,goog update alert almost 100% today now harm in selling half and let the other half ride with a trail stop
BAC next stop 10.50,-1,bac next stop 10.50
"ed Monthly Triangle on KWK,....Scaling Down  ",1,ed monthly triangle on kwk....scaling down
CVM announced that its Taiwanese partner has added two additional clinical centers in Phase III cancer clinical trial for Multikin,1,cvm announced that its taiwanese partner has added two additional clinical centers in phase iii cancer clinical trial for multikin
AXN becoming again interesting near multiple bottom. We made lot of  some days ago here  ,1,axn becoming again interesting near multiple bottom. we made lot of some days ago here
ANTH CPX monitoring stricly,1,anth cpx monitoring stricly
AAP It may be wise to hold off on buying #AAP till they fix this second security bug.  They better patch it fast!,-1,aap it may be wise to hold off on buying aap till they fix this second security bug. they better patch it fast
SPS Subtle (bullish) close.  1 Year (weekly)     ,1,sps subtle bullish close. 1 year weekly
"WMT next levels of resistance 71.70, 72.60, then nuthin' but air (note to self: fills gaps nicely)  ",1,wmt next levels of resistance 71.70 72.60 then nuthin but air note to self fills gaps nicely
"XCO looking good, user may be onto something here, big sellers of June 6 puts bit of a floor  ",1,xco looking good user may be onto something here big sellers of june 6 puts bit of a floor
AAP GOOG IMO stock splits has wealth effect ExBuy100 shares WMT in1970 worth 14+Million receiving 300k+yearly SDIV Ex KO GIS MCD Etc,1,aap goog imo stock splits has wealth effect exbuy100 shares wmt in1970 worth 14million receiving 300kyearly sdiv ex ko gis mcd etc
"BAX holding T trendline, nice r/r from here  ",1,bax holding t trendline nice rr from here
Market Wrap Video + Additions to Watch ist  including: AVP EOC INFI SEE SWY TAT,1,market wrap video additions to watch ist including avp eoc infi see swy tat
Everyday I have a great Hangouts experience and business use case... goog,1,everyday i have a great hangouts experience and business use case... goog
"  PAT ONE ES, SPY update  ",-1,pat one es spy update
" ES, S  PAT TWO, update  ",-1,es s pat two update
" ES SPY, S Part three final update..hedge and define risk ...  ",-1,es spy s part three final update..hedge and define risk ...
NVDA NVIDIA shows off Phoenix reference phone at MWC 2013  ,1,nvda nvidia shows off phoenix reference phone at mwc 2013
Watch for SGY to break its downward trend line to the upside for a potential move above 23.50  ,1,watch for sgy to break its downward trend line to the upside for a potential move above 23.50
"user: user really believe this Open will be a fade sold BAC 11.14> Hard to say, should stay above 11.10 IMO",1,user user really believe this open will be a fade sold bac 11.14 hard to say should stay above 11.10 imo
GD SV NGT ABX FCX NEM - Goldman Sachs cuts forecast for gold prices in 2013 and 2014,-1,gd sv ngt abx fcx nem goldman sachs cuts forecast for gold prices in 2013 and 2014
HD bullish after it?s results. ong if beats 67.24. Stop loss 66.64  ,1,hd bullish after its results. ong if beats 67.24. stop loss 66.64
user: HD bullish after it?s results. ong if beats 67.24. Stop loss 66.64  ,1,user hd bullish after its results. ong if beats 67.24. stop loss 66.64
"SWI still holding up well, yet to emerge from consolidation  ",1,swi still holding up well yet to emerge from consolidation
"JPM 4 of last 8 days saw distribution, may yet test 50dma, but little damage done longer-term  ",1,jpm 4 of last 8 days saw distribution may yet test 50dma but little damage done longerterm
Would play it wait and see before adding more SPW:  but adding more SCTY on dips:  ,1,would play it wait and see before adding more spw but adding more scty on dips
SWY on watch list close to line with volume of 16% of full day average   ,1,swy on watch list close to line with volume of 16% of full day average
V might still get a flush to 152 but longer-term this is solid  ,1,v might still get a flush to 152 but longerterm this is solid
APP Eric Beder at Brean Capital launches on APP: An nsinkable Brand: Initiating Coverage of APP with a Buy ating & 2 PT ,1,app eric beder at brean capital launches on app an nsinkable brand initiating coverage of app with a buy ating 2 pt
AEE quiet refuge in the recent storm  ,1,aee quiet refuge in the recent storm
DOE looking pretty ugly,-1,doe looking pretty ugly
AXTI Starting to look strong again. 3x avg volume. First upside target 3.6  ,1,axti starting to look strong again. 3x avg volume. first upside target 3.6
"AAP I am still hoping for a big Split  shareholders meeting, bring in the value investors chase away the hedgies",1,aap i am still hoping for a big split shareholders meeting bring in the value investors chase away the hedgies
user: APO : SHOT setup posted last week. Would look to book gains if u played this one  Study,-1,user apo shot setup posted last week. would look to book gains if u played this one study
AAP new strategy.. I just purchased Jan 2015's should be able to scalp the premium back .. over time,1,aap new strategy.. i just purchased jan 2015s should be able to scalp the premium back .. over time
"MS making the turn back up here, 23 calls are CHEAP!",1,ms making the turn back up here 23 calls are cheap
"Short Ideas,  digesting recent gains. BID CF APO MCP FCX NEM INTC CS IAG AKS AAP & more.",-1,short ideas digesting recent gains. bid cf apo mcp fcx nem intc cs iag aks aap more.
Short Ideas digesting recent gains. BID CF APO MCP FCX NEM INTC CS AKS AAP Further downside remains.  ,-1,short ideas digesting recent gains. bid cf apo mcp fcx nem intc cs aks aap further downside remains.
"ed Daily & Weekly Triangle on DEPO,...Cover Short Net Profit  24,338.00 (3.31%)  ",1,ed daily weekly triangle on depo...cover short net profit 24338.00 3.31%
AAP never imagined aapl in dumps for so long BBY NOK,-1,aap never imagined aapl in dumps for so long bby nok
PPHM  ike I said Jump off the Ship My feet are Wet...,-1,pphm ike i said jump off the ship my feet are wet...
"F, GM, slammed by consumer reports Auto  TM, tops again",-1,f gm slammed by consumer reports auto tm tops again
user: PPHM Damn. Sorry folks. Pharms are getting taking to the shed today.,-1,user pphm damn. sorry folks. pharms are getting taking to the shed today.
user: PPHM why the big drop,-1,user pphm why the big drop
user: PPHM next year right next year lol that's what they said for the last 15 years. ock them up put ES in jail and be done with,-1,user pphm next year right next year lol thats what they said for the last 15 years. ock them up put es in jail and be done with
user: Cancer trial sabotage who's going to jail first. Who worked with saboteurs a FBI will figure it out. PPHM  DNDN jail time soon,-1,user cancer trial sabotage whos going to jail first. who worked with saboteurs a fbi will figure it out. pphm dndn jail time soon
NBS A Steal  this level.,1,nbs a steal this level.
Beaten down large cap technology stocks leading intra-day short squeeze. INTC BID AAP  ,-1,beaten down large cap technology stocks leading intraday short squeeze. intc bid aap
long AAP 439.5   ,1,long aap 439.5
ZCS  My PPS is a dollar. There is no reason stopping this from going to 5 dollars or more. IMHO....,1,zcs my pps is a dollar. there is no reason stopping this from going to 5 dollars or more. imho....
"V been pounding the table on this one, outperforming SPY, MA, needs follow thru to seal the deal  ",1,v been pounding the table on this one outperforming spy ma needs follow thru to seal the deal
HN trying to hold on to the bottom of this channel  ,1,hn trying to hold on to the bottom of this channel
AAP MO is to add it to the Dow --- 4 for or 6 for 1 split  ,1,aap mo is to add it to the dow 4 for or 6 for 1 split
"AAP don't know if it is the tail that wagged the dog (3M shares!) but the whole mrkt up & holding  (except FB, BBY)",1,aap dont know if it is the tail that wagged the dog 3m shares but the whole mrkt up holding except fb bby
AAP that little pop is just a taste of what the hedge funds will do when they all pile back in.  BEWAE shorts. coming soon.,1,aap that little pop is just a taste of what the hedge funds will do when they all pile back in. bewae shorts. coming soon.
AAP what is the value in 450 share? other than keeping it a plaything of the ultra rich (and those of us who like to play in their pool?),1,aap what is the value in 450 share other than keeping it a plaything of the ultra rich and those of us who like to play in their pool
"CVX  i think there's a good point to enter one second trade as sell. Since has testing one broken support, now resistance.",-1,cvx i think theres a good point to enter one second trade as sell. since has testing one broken support now resistance.
XCO 6.52 has technical support 6 min downside with nice upside and largest shareholder Wilbur oss NG prices down Caution if oss sells,1,xco 6.52 has technical support 6 min downside with nice upside and largest shareholder wilbur oss ng prices down caution if oss sells
AAP are rumours news? #Idontthinkso we know there are not many sellers below 437,1,aap are rumours news idontthinkso we know there are not many sellers below 437
